"","Site_ID","GS","pTE_psi_to_ET","plag_psi_to_ET","aggTE_psi_to_ET","mem1_psi_to_ET","mem2_psi_to_ET","mem3_psi_to_ET","mem4_psi_to_ET","mem5_psi_to_ET","pTE_VPD_to_ET","plag_VPD_to_ET","aggTE_VPD_to_ET","mem1_VPD_to_ET","mem2_VPD_to_ET","mem3_VPD_to_ET","mem4_VPD_to_ET","mem5_VPD_to_ET","pTE_TA_to_ET","plag_TA_to_ET","aggTE_TA_to_ET","mem1_TA_to_ET","mem2_TA_to_ET","mem3_TA_to_ET","mem4_TA_to_ET","mem5_TA_to_ET","pTE_ET_to_psi","plag_ET_to_psi","aggTE_ET_to_psi","mem1_ET_to_psi","mem2_ET_to_psi","mem3_ET_to_psi","mem4_ET_to_psi","mem5_ET_to_psi","pTE_VPD_to_psi","plag_VPD_to_psi","aggTE_VPD_to_psi","mem1_VPD_to_psi","mem2_VPD_to_psi","mem3_VPD_to_psi","mem4_VPD_to_psi","mem5_VPD_to_psi","pTE_TA_to_psi","plag_TA_to_psi","aggTE_TA_to_psi","mem1_TA_to_psi","mem2_TA_to_psi","mem3_TA_to_psi","mem4_TA_to_psi","mem5_TA_to_psi","pTE_ET_to_VPD","plag_ET_to_VPD","aggTE_ET_to_VPD","mem1_ET_to_VPD","mem2_ET_to_VPD","mem3_ET_to_VPD","mem4_ET_to_VPD","mem5_ET_to_VPD","pTE_psi_to_VPD","plag_psi_to_VPD","aggTE_psi_to_VPD","mem1_psi_to_VPD","mem2_psi_to_VPD","mem3_psi_to_VPD","mem4_psi_to_VPD","mem5_psi_to_VPD","pTE_TA_to_VPD","plag_TA_to_VPD","aggTE_TA_to_VPD","mem1_TA_to_VPD","mem2_TA_to_VPD","mem3_TA_to_VPD","mem4_TA_to_VPD","mem5_TA_to_VPD","pTE_ET_to_TA","plag_ET_to_TA","aggTE_ET_to_TA","mem1_ET_to_TA","mem2_ET_to_TA","mem3_ET_to_TA","mem4_ET_to_TA","mem5_ET_to_TA","pTE_psi_to_TA","plag_psi_to_TA","aggTE_psi_to_TA","mem1_psi_to_TA","mem2_psi_to_TA","mem3_psi_to_TA","mem4_psi_to_TA","mem5_psi_to_TA","pTE_VPD_to_TA","plag_VPD_to_TA","aggTE_VPD_to_TA","mem1_VPD_to_TA","mem2_VPD_to_TA","mem3_VPD_to_TA","mem4_VPD_to_TA","mem5_VPD_to_TA"
"35","US-Bi1","GS",0.773232063085897,23,15.3693553567012,72,73,72,72,72,3.04831762062018,0,33.5798630167616,72,73,72,72,72,2.25492141284891,0,26.9391018240266,72,73,72,72,72,1.93425587611935,1,37.2701996979275,72,73,72,72,72,2.72458156390673,1,39.2702999672335,72,73,72,72,72,3.70010479514083,1,46.6083724133667,72,73,72,72,72,3.00198270306581,0,31.2646118233028,72,73,72,72,72,0.649961224417262,0,7.23368314830109,11,11,11,31,11,24.8959651794919,0,51.9461520442996,72,73,72,72,72,1.97540911979599,0,22.2062815108322,6,6,6,69,6,0.796898172495807,0,10.2678054968036,13,13,13,35,13,22.4973969900573,0,46.9381514413144,72,73,72,72,72
"36","US-Bi1","NGS",1.28561619293647,0,28.7905648649199,41,41,41,70,41,5.46683527531275,0,62.57396957979,36,36,36,70,36,4.52158775189265,0,53.9186515875246,13,13,13,68,13,3.2191584699453,12,67.9853683524262,72,73,72,72,72,3.13372225633639,1,62.1945017489477,72,73,72,72,72,3.36447475170815,23,71.1686671371454,72,73,72,72,72,5.82263789564343,0,55.5477240731017,17,17,17,68,17,0.891886510645854,5,2.6520931079253,2,1,1,2,6,22.0266862713857,0,68.3510005430772,72,73,72,72,72,3.72271704740183,0,30.440579534091,8,8,8,44,8,0.960514275455877,1,1.90939646087702,0,2,2,1,3,18.270869058003,0,57.4208009722241,30,30,30,65,30
"37","US-Bi2","FT",0.524324428024803,0,3.8067869694019,4,4,4,23,4,2.68731045744806,0,27.589627195836,72,73,72,72,72,2.00644242106969,0,24.0860371839637,72,73,72,72,72,3.52557514565577,23,65.5121760043186,72,73,72,72,72,3.96736535349069,21,77.4216801918006,72,73,72,72,72,4.14719328104908,22,92.7372390275877,72,73,72,72,72,2.44687107368838,0,25.4251481726912,72,73,72,72,72,0.559368526325005,2,7.90109217480862,11,11,9,45,11,25.0982593332684,0,50.4869942946489,72,73,72,72,72,1.50476954157883,0,17.4894552128796,8,8,8,68,8,0.52042062453882,9,10.6821497166188,6,60,58,70,67,20.1586367758196,0,41.2071086478436,72,73,72,72,72
"38","US-Bi2","GS",1.04367081548175,3,3.08083647155928,1,1,1,8,4,5.33826162076008,0,66.9235470357625,59,59,59,71,59,3.83124273468239,0,66.3381442908856,47,47,47,71,47,6.45141418474233,21,117.183559331057,72,73,72,72,72,6.99551698974116,18,136.248471879797,72,73,72,72,72,7.34195116397094,8,149.937741722145,72,73,72,72,72,4.23353981960489,0,58.8763253482096,44,44,44,68,44,1.23709315571321,7,11.5453724186078,10,10,3,31,10,29.4695977386503,0,89.3677433293132,52,52,52,69,52,2.99367337116059,0,49.8049966848661,4,4,4,61,4,1.1704377962738,8,7.71103339094771,0,4,3,21,11,26.5612695329761,0,82.0510469960794,43,43,43,68,43
"39","US-Bi2","NGS",0.556625480237482,1,3.21203567420767,4,4,3,16,4,2.41684310062075,0,28.1637134825234,12,12,12,68,12,2.12136228793617,0,28.5786361287324,72,73,72,72,72,3.43713467065787,0,68.4129421313286,72,73,72,72,72,4.63603123830368,21,84.0217237087888,72,73,72,72,72,5.01054124882807,9,107.163135988979,72,73,72,72,72,2.37209891897457,0,23.1145134275548,16,16,16,57,16,0.698116474636473,4,8.1622497462258,12,12,8,38,12,24.5293115842512,0,55.1006399199494,72,73,72,72,72,1.68397890527996,0,17.8116168864456,7,7,7,48,7,0.687430857628017,0,12.7216360913012,6,6,6,59,6,18.9657491467866,0,43.6993765570273,72,73,72,72,72
"40","US-BRG","FT",1.4151806405374,0,22.9036200352837,8,8,8,60,8,6.35465246742268,0,53.8974239411247,72,73,72,72,72,3.90434692367412,0,31.18928270069,63,63,63,71,63,2.7771868180555,1,51.3295204771567,72,73,72,72,72,2.42776905550353,0,37.6397823841045,72,73,72,72,72,4.21983530364729,0,38.4895771279238,72,73,72,72,72,4.95701715399875,0,44.7098966151289,72,73,72,72,72,1.11644326043808,0,14.9352245431039,12,12,12,63,12,16.4748827841158,0,39.8264040476728,31,31,31,67,31,2.91311539414643,0,19.5986460672584,15,15,15,49,15,2.18814760033099,0,18.9699828298386,12,12,12,66,12,17.1533207841398,0,41.1681956312615,39,39,39,70,39
"41","US-BRG","GS",1.85892781969316,0,26.2985129826055,6,6,6,49,6,7.1791613217023,0,68.2367968568793,72,73,72,72,72,5.75166292510801,0,47.1596775588028,12,12,12,58,12,4.0704866655793,1,73.1386857494695,72,73,72,72,72,4.77740855626077,0,84.1247419197275,72,73,72,72,72,6.12634218570054,0,73.3480184904585,72,73,72,72,72,6.12639998698678,0,62.7896011412348,19,19,19,70,19,1.69446050225168,0,15.5344925427581,3,3,3,41,3,22.0990394769479,0,62.7828299893156,16,16,16,66,16,4.76938492682395,0,43.2755178600991,13,13,13,66,13,2.19928113618315,0,9.35335866293681,3,3,3,23,3,21.8627176700284,0,63.6495367074594,72,73,72,72,72
"42","US-BRG","NGS",1.98508295806301,7,34.2049117718839,17,17,10,40,17,5.85822992982086,0,69.3324574562753,57,57,57,70,57,3.81642597850828,0,50.4444686471714,43,43,43,67,43,2.54606205349456,7,49.0787024972178,49,49,42,69,49,3.54714505676862,0,61.4526584954889,68,68,68,71,68,7.91882186530537,0,69.3961477903221,72,73,72,72,72,3.3621825987061,0,39.8359543291989,14,14,14,62,14,1.60181662877272,0,16.0056759115562,4,4,4,34,4,16.1643817429208,0,54.001112721792,52,52,52,68,52,2.21241040850565,0,27.0116952961706,12,12,12,39,12,3.70287712358346,0,30.8292702782325,12,12,12,66,12,17.4911203825863,0,56.8624413721654,29,29,29,59,29
"43","US-CdM","FT",1.57623153825952,0,29.3771632761342,72,73,72,72,72,3.15568175301101,0,41.5514898257043,72,73,72,72,72,2.00822637630508,0,28.2535974931639,72,73,72,72,72,2.00135338821219,0,32.2179938982003,72,73,72,72,72,2.4887824775536,0,34.4359785218671,72,73,72,72,72,2.26006618929578,0,32.2873281401829,72,73,72,72,72,2.71540794941917,0,32.519087035868,72,73,72,72,72,1.31464170088208,1,20.8587765098793,72,73,72,72,72,29.5870535075444,0,53.3737191359757,72,73,72,72,72,1.37294175353989,0,18.4523907613474,68,68,68,71,68,1.08114844082943,0,16.3471588296907,38,38,38,71,38,25.9073428044164,0,46.8139239982048,72,73,72,72,72
"44","US-CdM","GS",2.21578509544414,21,41.2614635889618,72,73,72,72,72,2.97671624832036,0,42.2368722972972,72,73,72,72,72,2.10723351744076,0,34.0710992019726,72,73,72,72,72,4.14755077176787,2,69.4617616556476,72,73,72,72,72,4.68381368612866,0,70.2605830771092,72,73,72,72,72,4.01483230233227,0,60.720124836727,72,73,72,72,72,2.62076250069436,0,32.8163411699128,61,61,61,71,61,2.35744788949369,1,30.5828362506607,72,73,72,72,72,34.8098080825518,0,64.2146087168633,72,73,72,72,72,1.62375306000483,0,24.2120838858282,19,19,19,62,19,1.6255380870558,1,23.6838692335345,72,73,72,72,72,32.6201122790142,0,60.4220471504387,68,68,68,71,68
"45","US-CdM","NGS",2.01564243140977,22,38.3052839869801,39,39,17,70,39,4.59231232588226,0,57.0998526454103,72,73,72,72,72,4.14574580829476,0,51.575880019732,72,73,72,72,72,1.66015570619895,2,32.9064130835017,72,73,72,72,72,2.18843588729821,1,40.5590445280145,72,73,72,72,72,2.22494290056793,0,40.1446934172281,72,73,72,72,72,3.63090635662097,0,39.2080442862874,14,14,14,68,14,1.65731330300382,1,32.2541210425623,35,35,34,65,35,28.4904833387222,0,72.1458041619283,72,73,72,72,72,3.07742466648182,0,30.4536969673589,11,11,11,60,11,1.63496182024438,0,24.4126665625721,14,14,14,51,14,27.7872147394569,0,69.8017378877899,72,73,72,72,72
"46","US-CF1","FT",1.4651202182121,3,29.6647410049752,72,73,72,72,72,2.88069728549139,0,38.0619032437382,72,73,72,72,72,2.79754619021099,0,29.1882662624021,72,73,72,72,72,3.83722120206839,0,79.7038449840868,72,73,72,72,72,4.81508263790069,1,100.965697311137,72,73,72,72,72,4.06933642803511,0,78.8294318433421,72,73,72,72,72,2.56058317654384,0,31.6788684810788,72,73,72,72,72,1.55859237671369,0,33.1459600374279,72,73,72,72,72,19.539611826594,0,46.7083040000546,72,73,72,72,72,2.03745670594086,0,20.4024087393167,47,47,47,70,47,0.849111830647956,0,17.6548927100237,40,40,40,71,40,17.7566732033129,0,40.7774363649445,72,73,72,72,72
"47","US-CF1","GS",5.43231829062539,15,61.754745025379,0,6,3,46,18,4.97845310222879,0,71.5458193119935,8,8,8,60,8,5.03723244800043,0,75.9804177130416,2,2,2,53,2,7.00230876024351,15,142.893811125384,22,22,7,62,22,8.64188119217355,11,184.609955190785,72,73,72,72,72,7.96307056672568,0,172.146305133194,72,73,72,72,72,4.85991026111903,0,76.1644291359106,22,22,22,64,22,6.11701624822076,9,136.603554247873,72,73,72,72,72,25.6703396717674,0,99.6359934669092,28,28,28,71,28,4.41736958527329,0,53.0298524929958,1,1,1,53,1,5.50078444796926,8,99.4588279883051,3,13,10,68,18,23.666079120842,0,74.8800899539386,1,1,1,53,1
"48","US-CF1","NGS",0.869927514892373,1,5.9842917394204,4,4,3,26,4,2.60136715439567,0,36.9738055505337,72,73,72,72,72,2.87242230210842,0,30.7008847117838,72,73,72,72,72,3.88464228945967,3,74.519408801601,72,73,72,72,72,5.26065312779961,1,111.579719557936,72,73,72,72,72,4.94372496411603,0,98.0266155409658,72,73,72,72,72,2.36824928109169,0,29.3843363793344,72,73,72,72,72,1.1989894225116,1,23.6856792855009,72,73,72,72,72,18.9188096111264,0,51.3395104697735,72,73,72,72,72,2.25284525723539,0,18.544948574552,8,8,8,62,8,0.729230804805288,0,10.1881285187999,2,2,2,46,2,16.7864776227388,0,43.4188421627315,72,73,72,72,72
"49","US-CF2","FT",0.503172975851314,6,4.61765806499073,4,1,1,23,7,3.0038652577298,0,37.4476659545,72,73,72,72,72,3.20062011698592,0,34.2762413365648,72,73,72,72,72,2.12543240522252,2,40.1125309638022,36,36,34,70,36,2.70855914293455,0,48.4901191108801,72,73,72,72,72,2.81005024959276,1,53.5356359743568,72,73,72,72,72,3.00162788922311,0,34.0715111267681,72,73,72,72,72,0.532816233347564,0,4.2669395822963,7,7,7,15,7,19.8006521428959,0,55.3430804473125,72,73,72,72,72,2.32540583100174,0,21.0417145295648,18,18,18,67,18,0.480908392579881,0,2.23308893115467,1,1,1,16,1,15.3091407000129,0,42.3939111579071,72,73,72,72,72
"50","US-CF2","GS",4.10055621019118,5,73.7782911847241,10,10,5,55,10,7.39797474583346,0,67.3845595266622,7,7,7,46,7,7.40946645961178,0,80.481079104385,1,1,1,50,1,5.08420607718045,23,100.052881854297,15,20,17,67,40,4.86181986705671,3,83.0037077623725,7,7,4,55,7,5.35719740231759,4,109.999413743287,21,21,17,69,21,6.86618481351791,0,66.0621679877256,12,12,12,50,12,3.56550753037961,4,17.386229820989,0,1,1,13,5,23.1325728265477,0,99.9496726948082,5,5,5,57,5,6.75011493730022,0,33.0988453902389,1,1,1,15,1,3.91910853133017,11,7.70709290216592,0,1,1,1,12,19.7581749766187,0,23.8778385692738,1,1,1,2,1
"51","US-CF2","NGS",0.682389829437361,3,10.0568821951595,9,9,6,48,9,2.63005430079433,0,38.0656776915509,72,73,72,72,72,3.16429828636927,0,38.4649853380128,72,73,72,72,72,3.0575573615659,1,58.7355364986643,72,73,72,72,72,3.15825407673972,0,64.5419695508757,72,73,72,72,72,3.63257601039708,0,74.3152046356157,72,73,72,72,72,2.72290386026384,0,33.0557689537784,38,38,38,71,38,0.614783075537885,2,3.42067752092127,1,5,5,6,7,19.997988345029,0,63.0558861901865,72,73,72,72,72,2.26459514324216,0,14.9893349290379,8,8,8,52,8,0.574730978505444,17,3.21941112079331,2,3,2,18,19,14.8593686007346,0,46.4298966332173,72,73,72,72,72
"52","US-CF3","FT",NA,NA,NA,NA,NA,NA,NA,NA,2.71719015264724,0,34.5903624555818,72,73,72,72,72,3.49318182268234,0,37.1413697843273,72,73,72,72,72,2.1216280761306,15,25.4258957238901,0,8,3,36,18,2.41906811458889,3,42.2662774500295,8,8,5,57,8,4.45778138901908,18,85.8243707813831,72,73,72,72,72,2.68163685477314,0,32.3632702311773,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,20.5625056393676,0,58.6571329673759,72,73,72,72,72,2.34835357138199,0,24.3050299224974,23,23,23,66,23,0.746662016286336,0,11.9431237207477,16,16,16,44,16,15.8710213869864,0,44.3022331945055,72,73,72,72,72
"53","US-CF3","GS",NA,NA,NA,NA,NA,NA,NA,NA,5.47790658121607,0,64.7344333210525,5,5,5,47,5,6.02167544982754,0,90.4749609236702,1,1,1,62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01686908781038,0,47.7546081473949,13,13,13,47,13,NA,NA,NA,NA,NA,NA,NA,NA,24.0202526945084,0,99.3666274571759,4,4,4,62,4,4.46930156746438,0,49.2020333607792,1,1,1,31,1,NA,NA,NA,NA,NA,NA,NA,NA,21.2022867155031,0,55.0526047009269,1,1,1,30,1
"54","US-CF3","NGS",0.732607570135075,1,3.17975898743293,0,2,2,8,3,2.20970765846737,0,30.0129687902967,11,11,11,70,11,3.27284762188656,0,36.2687428001545,13,13,13,71,13,3.0692858262654,15,54.808481395859,5,22,13,66,28,2.82922093884542,2,47.1321386654797,8,8,6,67,8,5.01797505830809,18,92.4137071966605,72,73,72,72,72,2.82259037980002,0,32.8527814651818,11,11,11,70,11,0.707677431696456,0,1.8513850839381,1,1,1,3,1,21.2311339556371,0,69.3312583602251,72,73,72,72,72,2.69172602002551,0,20.0791424042147,6,6,6,48,6,0.815859812623706,0,15.1147542726617,20,20,20,57,20,14.7297802251771,0,48.4884617011546,72,73,72,72,72
"55","US-CF4","FT",NA,NA,NA,NA,NA,NA,NA,NA,3.17484364369322,0,37.8183612398395,72,73,72,72,72,2.60153476670667,0,34.4959798234412,72,73,72,72,72,1.8961210547856,21,7.50014961139517,0,1,1,22,22,3.25559442730041,0,59.5631596705318,29,29,29,69,29,4.10041991895742,0,58.1028284489098,23,23,23,68,23,2.72325054255463,0,31.53720757953,72,73,72,72,72,0.880641779059338,0,11.8399019062694,9,9,9,50,9,20.9307708279205,0,51.7237381822279,72,73,72,72,72,1.91371257719803,0,23.4678577440211,72,73,72,72,72,0.97848405879976,0,9.09203905911674,3,3,3,44,3,18.7608427550424,0,44.8963069441723,72,73,72,72,72
"56","US-CF4","GS",4.01038155486497,1,25.6114708834742,3,3,2,20,3,4.93424535882556,0,75.0378560904833,14,14,14,60,14,4.90421310289089,0,82.2854198710855,25,25,25,62,25,9.47789604652932,2,193.128465314718,72,73,72,72,72,10.3807902966569,8,229.136158672581,72,73,72,72,72,11.8776943235327,8,255.465490440511,72,73,72,72,72,4.85677535562093,0,54.2096425291574,13,13,13,53,13,3.70914608668256,1,54.6494764150443,10,10,9,33,10,28.2832463595224,0,98.7181829098952,8,8,8,61,8,4.59424345272107,0,51.4771765039289,1,1,1,54,1,4.15888711157541,2,70.9389951521145,8,8,6,35,8,26.220793417106,0,76.8903593410329,1,1,1,50,1
"57","US-CF4","NGS",NA,NA,NA,NA,NA,NA,NA,NA,2.7493771088335,0,37.8326082386269,72,73,72,72,72,2.58405131696284,0,36.3290219158608,72,73,72,72,72,2.55325893282846,0,2.55325893282846,1,1,1,21,1,3.9542126791806,0,62.956172319452,7,7,7,69,7,4.67181600920299,0,49.7847497302121,8,8,8,52,8,2.69244443773328,0,33.3016726358143,72,73,72,72,72,1.2276949325153,0,18.6916031899699,16,16,16,63,16,19.206382776916,0,56.5486626749145,72,73,72,72,72,2.04050079821919,0,22.0945700595852,7,7,7,58,7,1.21145198660252,0,9.9477242832858,3,3,3,46,3,16.5276003925085,0,47.1845614261392,72,73,72,72,72
"58","US-CGG","FT",1.00188038677574,4,14.3417295570838,13,13,9,43,13,2.77951578240819,0,43.3462176621179,72,73,72,72,72,1.55469516947548,0,24.3632693749173,17,17,17,50,17,4.4794117073997,20,90.506324519872,72,73,72,72,72,4.22512253799243,13,89.1690571011731,72,73,72,72,72,3.96577984247437,2,74.216650428901,72,73,72,72,72,2.72600720404193,1,40.4509652190999,72,73,72,72,72,0.756620155527294,19,2.20637890688411,0,2,1,4,20,27.077204974321,0,58.8438985716386,37,37,37,70,37,1.60904205780221,1,27.3900952813702,3,3,2,68,3,0.668202632246231,0,3.71068656585793,1,1,1,16,1,30.6970316572011,0,63.3990041348283,72,73,72,72,72
"59","US-CGG","GS",1.00188038677574,4,15.0659237389172,13,13,9,44,13,2.77951578240819,0,43.3462176621179,72,73,72,72,72,1.55469516947548,0,24.3632693749173,17,17,17,50,17,4.4794117073997,20,90.506324519872,72,73,72,72,72,4.22512253799243,13,89.1690571011731,72,73,72,72,72,3.96577984247437,2,74.216650428901,72,73,72,72,72,2.72600720404193,1,40.4509652190999,72,73,72,72,72,0.756620155527294,19,2.20637890688411,0,2,1,4,20,27.077204974321,0,58.8438985716386,37,37,37,70,37,1.60904205780221,1,28.4070966933918,54,54,53,70,54,0.668202632246231,0,3.71068656585793,1,1,1,20,1,30.6970316572011,0,63.3990041348283,72,73,72,72,72
"60","US-CGG","NGS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","US-Cop","FT",1.00807802811174,14,19.6157840266348,29,29,15,64,29,2.41523541447089,0,47.7907814123007,72,73,72,72,72,2.20080430065678,0,43.2056555830914,72,73,72,72,72,1.72225759804932,5,17.9783499227668,43,43,38,69,43,0.925579381583407,1,18.0670975099249,72,73,72,72,72,1.12264396633236,1,21.826385765827,72,73,72,72,72,1.2734291630754,0,21.4173163292502,72,73,72,72,72,0.57713298736079,23,10.7789923156366,9,16,5,67,28,34.0728338117775,0,55.529103677743,72,73,72,72,72,0.984040221379385,0,10.8484213964618,10,10,10,50,10,0.497701325850527,15,4.71587980460952,1,5,5,14,20,24.7121411331398,0,37.5845898543549,1,1,1,60,1
"62","US-Cop","GS",1.53213294942424,19,27.3817354670491,31,31,12,69,31,2.73299345113798,2,54.5072252855858,72,73,72,72,72,2.59948081434204,3,53.6948249177404,72,73,72,72,72,2.14150132629313,4,33.2948478428546,20,20,16,64,20,2.48189470767637,3,51.5328188272816,72,73,72,72,72,2.73948032514827,4,58.4021887566624,72,73,72,72,72,1.34206183347829,0,19.5817777179476,13,13,13,60,13,0.642152962579591,0,11.3640099864414,8,8,8,54,8,40.0326716734411,0,64.917890343,6,6,6,70,6,1.20037506295271,0,13.5198670644071,10,10,10,48,10,0.633791087106048,0,6.7185818722295,4,4,4,21,4,34.5424037160255,0,40.8486171598657,1,1,1,26,1
"63","US-Cop","NGS",1.52373808502264,3,21.4146810089725,5,5,2,57,5,3.36787852633526,0,70.8835048162193,72,73,72,72,72,3.36017453598393,16,75.5788890685286,72,73,72,72,72,2.64771168832043,7,53.0496350517809,72,73,72,72,72,3.02449861859505,14,64.1255644056169,72,73,72,72,72,3.5911590689744,21,77.8978437805745,72,73,72,72,72,2.46183409330145,0,41.2202566586581,11,11,11,57,11,1.01823082112883,23,1.01823082112883,0,1,1,0,24,34.6866962956787,0,79.9283598305357,1,1,1,70,1,1.96852920630605,17,16.7704431896365,2,4,4,24,21,1.13065904126634,20,1.13065904126634,0,1,1,0,21,28.7208640558022,0,55.5981789109958,1,1,1,35,1
"64","US-CRT","FT",1.01528837771385,21,20.201271361413,72,73,72,72,72,4.84885069221298,0,52.4335639829476,72,73,72,72,72,3.75890679820821,0,38.2738736832378,72,73,72,72,72,1.50018514562883,0,24.3834467026682,72,73,72,72,72,2.32894228984432,0,25.0956813469828,72,73,72,72,72,2.1452156209487,0,29.0223614377797,72,73,72,72,72,5.56466578326422,0,53.2764103032147,72,73,72,72,72,1.56419155920547,0,16.787324061066,13,13,13,64,13,18.321228148824,0,50.8981385873955,72,73,72,72,72,3.09940799856729,0,24.1358743220152,11,11,11,66,11,1.01049929058344,0,14.2349871549611,13,13,13,39,13,11.8368677763776,0,37.0913111915546,72,73,72,72,72
"65","US-CRT","GS",1.51300344630191,1,28.6082351754112,7,7,6,65,7,5.20618889899061,0,64.4837800856155,11,11,11,65,11,5.64171476254837,0,61.814794917794,12,12,12,63,12,6.25758144079532,0,107.115963910253,72,73,72,72,72,9.4015070035895,0,103.002419205555,72,73,72,72,72,11.8796371869521,0,107.900845449198,72,73,72,72,72,5.90119193912529,0,47.3684450707821,10,10,10,58,10,1.88274225764964,0,6.10975370972101,4,4,4,12,4,24.4130279451614,0,60.9150715699499,13,13,13,52,13,5.0389906245274,0,34.8396532631266,11,11,11,47,11,1.96937510993466,0,7.53354078218802,4,4,4,13,4,20.5962007657469,0,47.4214481734723,8,8,8,41,8
"66","US-CRT","NGS",1.34876392103947,20,28.2226385079635,29,29,9,68,29,4.8372530072967,0,56.9899411533958,72,73,72,72,72,3.45564373772463,0,50.9423828932647,72,73,72,72,72,1.57843446710324,0,22.1482443106954,7,7,7,64,7,1.4931419067394,0,26.7138683386718,19,19,19,60,19,2.19200856963021,0,36.8021071302529,72,73,72,72,72,4.83982550456269,0,47.2813721558911,13,13,13,67,13,1.11854559377403,0,12.1108378171839,2,2,2,21,2,16.0471580927612,0,60.1647811232813,41,41,41,71,41,2.69769498996936,0,27.3900128411423,9,9,9,50,9,1.26957290280975,0,12.0477051709185,4,4,4,15,4,10.9744907525541,0,44.1157656355658,30,30,30,69,30
"67","US-CS1","FT",NA,NA,NA,NA,NA,NA,NA,NA,10.7066826192067,0,140.946328526144,72,73,72,72,72,7.13657465205296,0,111.430705662699,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.01448334332412,0,102.055519814549,38,38,38,70,38,NA,NA,NA,NA,NA,NA,NA,NA,17.4395219921571,0,88.3676926675437,72,73,72,72,72,4.30879068052737,0,43.4127725665625,10,10,10,50,10,NA,NA,NA,NA,NA,NA,NA,NA,12.398907606477,0,67.0463116500994,14,14,14,59,14
"68","US-CS1","GS",NA,NA,NA,NA,NA,NA,NA,NA,18.9874577348513,0,184.70531066289,6,6,6,40,6,11.2888016202512,0,58.5607679653386,1,1,1,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2386309386813,0,111.114339567701,6,6,6,34,6,NA,NA,NA,NA,NA,NA,NA,NA,20.5956696965959,0,20.5956696965959,1,1,1,2,1,16.3274538355979,0,32.5375805885104,2,2,2,10,2,NA,NA,NA,NA,NA,NA,NA,NA,30.3430533304728,0,60.839511129013,1,1,1,6,1
"69","US-CS1","NGS",NA,NA,NA,NA,NA,NA,NA,NA,9.13507436524097,0,139.198122224088,72,73,72,72,72,5.49261559151462,0,105.319051916668,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.91233440387371,0,119.759161098873,72,73,72,72,72,NA,NA,NA,NA,NA,NA,NA,NA,17.3320033338201,0,103.905798145049,41,41,41,67,41,3.51453826483547,0,11.3366954171785,1,1,1,16,1,NA,NA,NA,NA,NA,NA,NA,NA,10.8356040071944,0,46.1365366413337,7,7,7,28,7
"70","US-CS2","FT",7.76775317793995,18,105.072369049044,3,19,12,56,30,5.7486241128158,0,54.4790558339197,72,73,72,72,72,3.89610301520299,0,33.323142505659,72,73,72,72,72,16.2293235540502,6,248.155910735714,72,73,72,72,72,12.695752664287,1,214.671244951189,72,73,72,72,72,11.077678963081,0,130.393294018999,12,12,12,61,12,6.00546667465677,0,47.0463817508738,14,14,14,64,14,5.50547885677871,23,71.2357439416711,3,12,3,49,26,14.0786897843689,0,38.0713579713825,13,13,13,67,13,4.52758373162848,0,28.1942002175565,11,11,11,52,11,5.81209093224051,23,25.8085609414065,1,7,6,23,29,20.4146317199168,0,54.0857887639385,36,36,36,69,36
"71","US-CS2","GS",6.72162278929801,17,58.9905892684735,1,9,6,33,23,8.25916780088142,0,77.2100451096743,13,13,13,70,13,6.63450180471083,0,60.701109040664,10,10,10,65,10,14.346486666271,6,179.030927306543,13,13,7,53,13,12.695752664287,1,199.159975212845,13,13,12,70,13,11.7356156055084,0,110.742835287435,11,11,11,49,11,8.23635623600478,0,61.1310728259621,11,11,11,61,11,5.50547885677871,23,34.2132638583202,1,6,2,24,25,23.7174440945943,0,66.4185874804437,11,11,11,58,11,5.90687329354396,0,45.2878272407234,11,11,11,51,11,6.49747008392303,0,17.6390804237314,2,2,2,12,2,22.8763083239046,0,71.682499699659,15,15,15,58,15
